Date,Transaction_ID,Debit_Account,Credit_Account,Amount,Currency,Description
2025-07-04T22:17:35.293941,5ce62e8c-755c-44b6-bddc-e5821b55e057,ACC1005,ACC1008,18629.843007526324,INR,Service Payment
2025-07-01T22:17:35.293948,9cc3773d-0fea-45e3-b457-e996b579b873,ACC1012,ACC1007,28920.192382333513,INR,Service Payment
2025-07-04T22:17:35.293955,6eb81a6b-7b40-42aa-9be6-81000ad91c51,ACC1005,ACC1010,19696.751398553988,INR,Service Payment
2025-07-04T22:17:35.293961,d5b2ec3b-3c94-478d-bd57-7393d95edeff,ACC1005,ACC1004,20932.83226247137,INR,Service Payment
2025-06-29T22:17:35.293968,c1315235-0ed2-4de4-8676-a9fd62ff0cdd,ACC1012,ACC1011,10913.480144985495,INR,Service Payment
2025-07-04T22:17:35.293974,4f8366ef-9f5c-4d53-a2e8-d67c98323e2f,ACC1012,ACC1004,28281.308476769627,INR,Service Payment
2025-07-04T22:17:35.293981,8a9da13c-2cc3-44f2-8b49-80556ce518fe,ACC1008,ACC1007,29879.427323134267,INR,Service Payment
2025-07-05T22:17:35.293987,02854a5e-b66d-4836-84c3-359dbdbeb5e3,ACC1008,ACC1006,12055.44331293562,INR,Service Payment
2025-07-03T22:17:35.293994,c3b9469b-f498-4d08-9f50-3d7c206f4ba4,ACC1005,ACC1007,18473.30645607226,INR,Service Payment
2025-07-01T22:17:35.294000,7c745a64-c729-47a0-919d-a6f1d106b60f,ACC1004,ACC1008,20420.252251926315,INR,Service Payment
2025-06-29T22:17:35.294006,643c6481-df04-48b2-847e-9a22c570eefc,ACC1010,ACC1009,12609.435690983355,INR,Service Payment
2025-06-28T22:17:35.294013,7de4624a-11a2-44a2-aa94-14712c246594,ACC1008,ACC1009,28681.854313202577,INR,Service Payment
2025-07-01T22:17:35.294019,8ffd8a1c-cd4c-4440-9856-bd4d982da817,ACC1011,ACC1003,23362.578983734427,INR,Service Payment
2025-07-04T22:17:35.294025,7b97a346-c516-461d-ab00-c5c5befff688,ACC1005,ACC1009,31470.485950637907,INR,Service Payment
2025-07-01T22:17:35.294031,10a0799a-6648-4474-a15c-2d00d42e45bc,ACC1007,ACC1009,22796.626376947544,INR,Service Payment
2025-07-02T22:17:35.294038,490de77e-fb65-4ba6-9b33-4277664e537c,ACC1006,ACC1011,16010.095871476853,INR,Service Payment
2025-07-06T22:17:35.294044,7ab6cfcf-1c30-420a-bfc0-12f2492f0083,ACC1003,ACC1008,22023.548978849532,INR,Service Payment
2025-07-04T22:17:35.294050,4ad9e6aa-0c55-4a71-9e97-9090d9b8e474,ACC1004,ACC1012,20364.096633295572,INR,Service Payment
2025-07-04T22:17:35.294057,f109651b-013f-46b1-9b7e-8ed0855a4da0,ACC1007,ACC1012,21504.304851707067,INR,Service Payment
2025-07-02T22:17:35.294063,07ba4254-de3c-4250-bf0a-2b233c092dbd,ACC1010,ACC1012,33336.54201129018,INR,Service Payment
2025-07-01T22:17:35.294069,7b1df944-745c-41f0-b1d3-844c8d42268f,ACC1012,ACC1004,34535.89399415382,INR,Service Payment
2025-07-03T22:17:35.294075,9fe053cc-357f-4a75-a19b-bcf594346833,ACC1007,ACC1005,33865.963143588815,INR,Service Payment
2025-07-03T22:17:35.294082,f305dafd-0445-4b8f-aacb-91266fed0dfc,ACC1008,ACC1006,16126.750317622336,INR,Service Payment
2025-06-29T22:17:35.294088,4a781a0c-5e10-4359-8f64-3fc474da1c02,ACC1007,ACC1005,28550.853956670024,INR,Service Payment
2025-06-28T22:17:35.294095,02009ce7-39c9-4d70-b943-017f654e8d3a,ACC1010,ACC1009,16698.139196410866,INR,Service Payment
2025-06-29T22:17:35.294101,596b790f-e1de-41f8-866b-ffbea19efb00,ACC1004,ACC1012,14741.317327600158,INR,Service Payment
2025-07-04T22:17:35.294107,9ccb1b5f-944e-49f5-8ec8-f2bf125939f5,ACC1009,ACC1006,18177.36133880228,INR,Service Payment
2025-07-06T22:17:35.294114,b801a35f-4bd0-49ca-ba96-41d2d447fd2c,ACC1003,ACC1006,11133.063808978924,INR,Service Payment
2025-07-01T22:17:35.294120,e71cd3b1-0aee-4162-bbb0-ade4e72566f6,ACC1008,ACC1010,16591.27387838836,INR,Service Payment
2025-06-30T22:17:35.294126,9baa29b6-5012-4f9d-b5d7-d99947c61326,ACC1010,ACC1009,17693.56534008403,INR,Service Payment
2025-07-05T22:17:35.294133,56365934-0cd0-4b2e-8ca5-6492211f5c19,ACC1009,ACC1004,28458.461982240304,INR,Service Payment
2025-06-28T22:17:35.294139,22056101-0abb-414c-8f53-f5818ddd8374,ACC1003,ACC1004,14910.048308720025,INR,Service Payment
2025-06-28T22:17:35.294145,1240e478-9f77-4392-b899-76da8a16d6aa,ACC1003,ACC1011,28924.815501855395,INR,Service Payment
2025-07-03T22:17:35.294151,86712338-dd26-4d22-ad3a-6bdc5bab3eca,ACC1003,ACC1009,30474.607238500863,INR,Service Payment
2025-07-03T22:17:35.294158,5fb3d9c7-67ea-4ac2-949b-318d470c0477,ACC1006,ACC1008,18320.931503809195,INR,Service Payment
2025-06-29T22:17:35.294164,2a0daa6c-c201-4935-855d-bb7b31a05863,ACC1005,ACC1012,14712.128582158723,INR,Service Payment
2025-07-06T22:17:35.294170,05ddd93c-7b63-4ef6-8659-ea7b147718e9,ACC1005,ACC1009,21878.09433134662,INR,Service Payment
2025-06-28T22:17:35.294176,98aaea73-4223-472b-a793-722705bb3beb,ACC1010,ACC1009,14977.612378114813,INR,Service Payment
2025-06-29T22:17:35.294183,e332cca9-52e9-4356-9a0c-330bb430da9a,ACC1010,ACC1008,21827.056643794785,INR,Service Payment
2025-07-02T22:17:35.294189,7f3eaa39-c85e-4d66-97a8-7cbce22f5669,ACC1008,ACC1004,28861.03773348164,INR,Service Payment
2025-07-05T22:17:35.294196,f92632ba-6561-44e8-ba0f-2ffba4c40900,ACC1012,ACC1003,15060.046315210311,INR,Service Payment
2025-07-04T22:17:35.294202,5029dd89-d4b4-4a05-bb05-dc6dc235ce9b,ACC1012,ACC1006,15334.511932759411,INR,Service Payment
2025-06-30T22:17:35.294208,f4b554ff-3aa6-4beb-9dd4-a333727b4e8d,ACC1006,ACC1010,27192.53422852443,INR,Service Payment
2025-06-28T22:17:35.294214,151e3b80-bdd0-4c1b-a7b6-1c3de9eb8af9,ACC1003,ACC1011,11064.447012976725,INR,Service Payment
2025-07-04T22:17:35.294221,ee77e050-21d1-4592-9c79-f5688f055b5f,ACC1007,ACC1008,22762.927305203077,INR,Service Payment
2025-07-02T22:17:35.294227,3ac49960-5626-4040-a459-7db88efe81ea,ACC1011,ACC1008,21535.417093619697,INR,Service Payment
2025-07-03T22:17:35.294233,3617ac6c-05d6-4fdb-95cb-fbb96779069f,ACC1009,ACC1008,17295.90621012932,INR,Service Payment
2025-07-02T22:17:35.294239,714dbaad-635d-4705-a140-cbc2e2b6fca2,ACC1009,ACC1003,16791.109947716483,INR,Service Payment
2025-07-04T22:17:35.294246,14c4cce6-43d3-42f8-8846-cd444438df59,ACC1004,ACC1009,16487.33409113004,INR,Service Payment
2025-07-05T22:17:35.294252,98ddd155-deab-4615-a30c-21b3d47bd839,ACC1011,ACC1008,10727.385254812125,INR,Service Payment
2025-06-30T22:17:35.294259,ba1997a9-cb74-4ebd-bec4-6a5761670507,ACC1009,ACC1011,24694.580211852837,INR,Service Payment
2025-06-29T22:17:35.294265,1de7ad7d-a1a8-4767-a870-b50c81eb7bef,ACC1003,ACC1007,23014.95928313217,INR,Service Payment
2025-07-03T22:17:35.294271,d415238f-b2fa-41e4-975c-33da4049be37,ACC1003,ACC1007,33710.44469615453,INR,Service Payment
2025-07-05T22:17:35.294277,71f87653-0e35-4cf6-84a7-e6e7ae60ee08,ACC1003,ACC1012,32187.95498117894,INR,Service Payment
2025-07-05T22:17:35.294333,0bba50f8-44c7-44dd-a638-7dff3a679d05,ACC1005,ACC1011,11262.218345497595,INR,Service Payment
2025-07-06T22:17:35.294341,5b837193-2207-4106-a451-b0d8cd54eafa,ACC1003,ACC1012,32511.7125242524,INR,Service Payment
2025-07-03T22:17:35.294348,fb734d98-0494-4669-bd22-61f50d77e400,ACC1008,ACC1009,31280.694999900585,INR,Service Payment
2025-06-29T22:17:35.294354,120f0dca-83c0-4827-afe6-8b0b85101c04,ACC1007,ACC1006,12947.970203938221,INR,Service Payment
2025-06-29T22:17:35.294361,9108b022-da65-4a06-b6e6-d7a8444fc1fe,ACC1005,ACC1008,16882.25261027896,INR,Service Payment
2025-07-04T22:17:35.294367,5e948ff9-7e93-49fd-bf16-49c590c77fce,ACC1008,ACC1004,25225.84883572528,INR,Service Payment
2025-07-03T22:17:35.294374,b7cc6f6f-8ef0-41fb-939e-a51a9daa50b7,ACC1012,ACC1006,34682.62868839808,INR,Service Payment
2025-06-29T22:17:35.294380,48139655-346e-4080-b905-4a5939a70f80,ACC1007,ACC1008,34433.453707216526,INR,Service Payment
2025-06-30T22:17:35.294386,32e87993-e7f3-4f08-97ba-01615f415680,ACC1012,ACC1003,12631.811629906591,INR,Service Payment
2025-06-30T22:17:35.294393,2f752e01-a5a7-4004-877b-016532ae13f4,ACC1006,ACC1012,10145.233264056518,INR,Service Payment
2025-06-30T22:17:35.294399,c4a6b868-9d29-40bd-b89a-03b1b45db0d3,ACC1011,ACC1009,14139.46862665845,INR,Service Payment
2025-07-04T22:17:35.294406,985ebd42-c543-42db-96a8-bddb19d36bb6,ACC1008,ACC1007,26881.811569871774,INR,Service Payment
2025-07-03T22:17:35.294412,9e2e8ea7-c403-4788-8723-c9976eb2c52d,ACC1009,ACC1010,17712.8492286577,INR,Service Payment
2025-06-28T22:17:35.294419,b05b1b92-5b00-4b8e-b775-3383b76033f9,ACC1007,ACC1006,12292.694660407404,INR,Service Payment
2025-07-07T22:17:35.294427,LOOP_TXN_0,ACC1300,ACC1301,150000,INR,Consulting Fee
2025-07-07T22:17:35.294430,LOOP_TXN_1,ACC1301,ACC1302,150000,INR,Consulting Fee
2025-07-07T22:17:35.294433,LOOP_TXN_2,ACC1302,ACC1303,150000,INR,Consulting Fee
2025-07-07T22:17:35.294435,LOOP_TXN_3,ACC1303,ACC1300,150000,INR,Consulting Fee
2025-07-02T22:17:35.294453,d1f05680-c639-44eb-82ea-8df17c2d699b,ACC1415,ACC1431,5491.4800807510865,INR,Restaurant
2025-06-14T22:17:35.294473,a029af4f-b89f-4d2f-b486-a891dcbd29f1,ACC1273,ACC1237,13921.429299423911,INR,Bill Payment
2025-06-17T22:17:35.294492,43aa274f-cdb2-4d29-9408-427d86ad0de8,ACC1016,ACC1272,73351.07202014636,INR,Bill Payment
2025-07-02T22:17:35.294510,20424fcc-eb4a-460e-873c-bc84fa0acfec,ACC1160,ACC1175,78563.12288994557,INR,Friend Transfer
2025-06-29T22:17:35.294529,f5e073c7-4f56-4ed6-9671-d2e6b9c97ce2,ACC1103,ACC1455,4373.984482797488,INR,Restaurant
2025-07-02T22:17:35.294548,cef5e685-1010-40e7-b639-d934d1cfd2e5,ACC1497,ACC1075,6386.790288316986,INR,Restaurant
2025-07-02T22:17:35.294567,71fe613f-f187-4b67-a868-291ffbebdc0a,ACC1343,ACC1318,59218.35662182703,INR,Restaurant
2025-06-17T22:17:35.294586,56ce57bd-df0c-4af8-9f68-b2984d3e3c33,ACC1311,ACC1345,10163.846273120742,INR,Online Shopping
2025-06-26T22:17:35.294605,ec2b4153-76c7-4cab-9f6f-02b11fd2be24,ACC1307,ACC1168,33888.56564157828,INR,Bill Payment
2025-06-30T22:17:35.294624,94fe1462-b24d-4aef-98a1-365f608b349e,ACC1089,ACC1454,14034.644412194853,INR,Online Shopping
2025-06-14T22:17:35.294642,04bb00d1-e1e0-4ef0-8cb8-d77266b40a9e,ACC1043,ACC1463,50863.229529129516,INR,Restaurant
2025-07-01T22:17:35.294659,1ee91e2a-9ff2-4104-80d6-1724eb2fafbd,ACC1353,ACC1112,16152.49582608936,INR,Online Shopping
2025-06-08T22:17:35.294676,f30285e3-e650-4a8a-a2b2-766b42d2d0a6,ACC1185,ACC1187,10689.19920967474,INR,Restaurant
2025-06-27T22:17:35.294694,2363425a-581b-4375-b548-f32346ea341b,ACC1237,ACC1351,38351.42837309005,INR,Restaurant
2025-06-09T22:17:35.294711,5eba2423-78b5-4941-84d4-50c738f20f8f,ACC1031,ACC1155,2530.684158884624,INR,Bill Payment
2025-07-05T22:17:35.294729,d50fd069-21de-4723-b3ea-698e5bea307d,ACC1495,ACC1076,73715.36885653053,INR,Friend Transfer
2025-06-24T22:17:35.294746,1c89387a-db9b-47bd-9bff-a0691daebf82,ACC1165,ACC1205,35491.01551738308,INR,Online Shopping
2025-06-22T22:17:35.294764,6e3e081f-9d57-43be-b8e0-996084aeca8a,ACC1405,ACC1476,25247.417385762616,INR,Friend Transfer
2025-07-05T22:17:35.294781,fc7519a2-1764-480f-a7da-cea911a994eb,ACC1498,ACC1362,19620.281240256256,INR,Restaurant
2025-06-19T22:17:35.294798,c1cc5159-7ab6-410b-84c3-a3c383c26ec0,ACC1483,ACC1498,75646.10208760317,INR,Restaurant
2025-06-18T22:17:35.294816,d45b2c93-29fc-4c17-ba6b-629b2423a8c9,ACC1197,ACC1092,3973.681513303468,INR,Online Shopping
2025-06-21T22:17:35.294834,7b8a0c9b-4622-448b-9c3d-fa0796218e09,ACC1238,ACC1349,35289.90424965815,INR,Restaurant
2025-06-15T22:17:35.294851,6a4b87db-e140-4219-8ca0-52db2c9707f2,ACC1220,ACC1021,41357.255594059614,INR,Friend Transfer
2025-06-21T22:17:35.294868,aa38076f-63b3-47c8-96e8-6b4ebe0d8618,ACC1190,ACC1298,73102.11222044964,INR,Bill Payment
2025-06-20T22:17:35.294886,98737473-293f-4cbc-b799-906a83f8de94,ACC1408,ACC1131,56353.83368903073,INR,Friend Transfer
2025-07-01T22:17:35.294903,7492b353-48a1-4e35-ad3e-ed53d632e9ad,ACC1144,ACC1061,55577.94923745639,INR,Bill Payment
2025-06-29T22:17:35.294921,7f3748b5-e4b4-43f5-81f7-750cee637b5c,ACC1271,ACC1037,10770.299069556768,INR,Online Shopping
2025-07-07T22:17:35.294938,d1e0ad36-4dd1-498a-a96d-0ce4936a136f,ACC1227,ACC1257,38998.96432136824,INR,Bill Payment
2025-06-09T22:17:35.294955,ff53f369-8a5f-4312-97b3-aa8705604e71,ACC1321,ACC1329,2819.686020969443,INR,Bill Payment
2025-07-06T22:17:35.294973,2832466c-1ae7-4310-b800-345ae2365992,ACC1100,ACC1437,5217.432118852437,INR,Friend Transfer
2025-07-07T22:17:35.294990,5b48a98f-b96e-4536-b1f0-b2cec9729b0f,ACC1207,ACC1395,61337.26314334737,INR,Online Shopping
2025-06-10T22:17:35.295008,0416edc6-2cbc-4a1e-843d-78157a441df7,ACC1336,ACC1436,61732.07669959239,INR,Bill Payment
2025-07-03T22:17:35.295025,d4dd561e-62f1-462a-b383-3b2c4fa699b6,ACC1142,ACC1134,40567.731055380704,INR,Friend Transfer
2025-06-09T22:17:35.295043,381a840e-ac1b-40f8-839e-44fceb05f0d9,ACC1006,ACC1132,41966.59255547765,INR,Friend Transfer
2025-06-14T22:17:35.295060,89fa8003-086b-496c-9a2e-ebf0725ee157,ACC1397,ACC1330,70508.64898416115,INR,Friend Transfer
2025-06-08T22:17:35.295077,6183c788-b1aa-4140-83f2-d2a8ad8da94a,ACC1405,ACC1482,35688.766805319145,INR,Online Shopping
